[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442134748] wproc: Core Worker 2943: job 16162 (pid=3044): Dormant child reaped
[1442135073] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135131] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135133] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135152] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135154] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135171] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135208] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135212] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135220] wproc: Core Worker 2943: job 16253 (pid=3775) timed out. Killing it
[1442135220] wproc: CHECK job 16253 from worker Core Worker 2943 timed out after 60.02s
[1442135220] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442135220] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135220] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.016s!
[1442135220] wproc: Core Worker 2943: job 16253 (pid=3775): Dormant child reaped
[1442135271] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442135272] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135290] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135293] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135310] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135312] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135320] wproc: Core Worker 2941: job 16276 (pid=3946) timed out. Killing it
[1442135320] wproc: CHECK job 16276 from worker Core Worker 2941 timed out after 60.01s
[1442135320] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442135320] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135320] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442135320] wproc: Core Worker 2941: job 16276 (pid=3946): Dormant child reaped
[1442135330] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135333] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135348] wproc: Core Worker 2941: job 16283 (pid=4002) timed out. Killing it
[1442135348] wproc: CHECK job 16283 from worker Core Worker 2941 timed out after 60.01s
[1442135348] wproc:   host=cisco; service=Uptime;
[1442135348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.013s!
[1442135348] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442135348] wproc: Core Worker 2941: job 16283 (pid=4002): Dormant child reaped
[1442135352] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135373] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135391] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135393] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135411] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135413] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135430] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135433] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135452] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135471] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135512] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135531] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135550] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135569] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135772] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135820] wproc: Core Worker 2941: job 16378 (pid=4819) timed out. Killing it
[1442135820] wproc: CHECK job 16378 from worker Core Worker 2941 timed out after 60.01s
[1442135820] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442135820] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135820] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.012s!
[1442135820] wproc: Core Worker 2941: job 16378 (pid=4819): Dormant child reaped
[1442135850] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135920] wproc: Core Worker 2941: job 16401 (pid=4989) timed out. Killing it
[1442135920] wproc: CHECK job 16401 from worker Core Worker 2941 timed out after 60.01s
[1442135920] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442135920] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135920] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442135920] wproc: Core Worker 2941: job 16401 (pid=4989): Dormant child reaped
[1442135948] wproc: Core Worker 2944: job 16408 (pid=5035) timed out. Killing it
[1442135948] wproc: CHECK job 16408 from worker Core Worker 2944 timed out after 60.01s
[1442135948] wproc:   host=cisco; service=Uptime;
[1442135948] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442135948] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.012s!
[1442135948] wproc: Core Worker 2944: job 16408 (pid=5035): Dormant child reaped
[1442135948] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442135971] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442136386] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442136420] wproc: Core Worker 2943: job 16498 (pid=5747) timed out. Killing it
[1442136420] wproc: CHECK job 16498 from worker Core Worker 2943 timed out after 60.02s
[1442136420] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442136420] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442136420] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.019s!
[1442136420] wproc: Core Worker 2943: job 16498 (pid=5747): Dormant child reaped
[1442136520] wproc: Core Worker 2944: job 16521 (pid=5913) timed out. Killing it
[1442136520] wproc: CHECK job 16521 from worker Core Worker 2944 timed out after 60.01s
[1442136520] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442136520] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442136520] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442136520] wproc: Core Worker 2944: job 16521 (pid=5913): Dormant child reaped
[1442136548] wproc: Core Worker 2941: job 16527 (pid=5959) timed out. Killing it
[1442136548] wproc: CHECK job 16527 from worker Core Worker 2941 timed out after 60.01s
[1442136548] wproc:   host=cisco; service=Uptime;
[1442136548] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442136548] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442136548] wproc: Core Worker 2941: job 16527 (pid=5959): Dormant child reaped
[1442136916] Auto-save of retention data completed successfully.
[1442137020] wproc: Core Worker 2943: job 16617 (pid=6659) timed out. Killing it
[1442137020] wproc: CHECK job 16617 from worker Core Worker 2943 timed out after 60.02s
[1442137020] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442137020] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137020] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.015s!
[1442137020] wproc: Core Worker 2943: job 16617 (pid=6659): Dormant child reaped
[1442137120] wproc: Core Worker 2942: job 16639 (pid=6815) timed out. Killing it
[1442137120] wproc: CHECK job 16639 from worker Core Worker 2942 timed out after 60.01s
[1442137120] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442137120] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137120] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.008s!
[1442137120] wproc: Core Worker 2942: job 16639 (pid=6815): Dormant child reaped
[1442137148] wproc: Core Worker 2943: job 16646 (pid=6861) timed out. Killing it
[1442137148] wproc: CHECK job 16646 from worker Core Worker 2943 timed out after 60.01s
[1442137148] wproc:   host=cisco; service=Uptime;
[1442137148] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137148] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442137148] wproc: Core Worker 2943: job 16646 (pid=6861): Dormant child reaped
[1442137620] wproc: Core Worker 2944: job 16736 (pid=7575) timed out. Killing it
[1442137620] wproc: CHECK job 16736 from worker Core Worker 2944 timed out after 60.01s
[1442137620] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442137620] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137620] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442137620] wproc: Core Worker 2944: job 16736 (pid=7575): Dormant child reaped
[1442137720] wproc: Core Worker 2941: job 16758 (pid=7734) timed out. Killing it
[1442137720] wproc: CHECK job 16758 from worker Core Worker 2941 timed out after 60.01s
[1442137720] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442137720] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137720] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.010s!
[1442137720] wproc: Core Worker 2941: job 16758 (pid=7734): Dormant child reaped
[1442137748] wproc: Core Worker 2944: job 16765 (pid=7780) timed out. Killing it
[1442137748] wproc: CHECK job 16765 from worker Core Worker 2944 timed out after 60.01s
[1442137748] wproc:   host=cisco; service=Uptime;
[1442137748] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442137748] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442137748] wproc: Core Worker 2944: job 16765 (pid=7780): Dormant child reaped
[1442138220] wproc: Core Worker 2942: job 16854 (pid=8476) timed out. Killing it
[1442138220] wproc: CHECK job 16854 from worker Core Worker 2942 timed out after 60.02s
[1442138220] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442138220] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442138220] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.019s!
[1442138220] wproc: Core Worker 2942: job 16854 (pid=8476): Dormant child reaped
[1442138320] wproc: Core Worker 2943: job 16877 (pid=8636) timed out. Killing it
[1442138320] wproc: CHECK job 16877 from worker Core Worker 2943 timed out after 60.01s
[1442138320] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442138320] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442138320] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.007s!
[1442138320] wproc: Core Worker 2943: job 16877 (pid=8636): Dormant child reaped
[1442138348] wproc: Core Worker 2942: job 16883 (pid=8682) timed out. Killing it
[1442138348] wproc: CHECK job 16883 from worker Core Worker 2942 timed out after 60.01s
[1442138348] wproc:   host=cisco; service=Uptime;
[1442138348] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442138348] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.007s!
[1442138348] wproc: Core Worker 2942: job 16883 (pid=8682): Dormant child reaped
[1442138673] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138714] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138731] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138733] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138752] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138754] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138771] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138792] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138808] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138812] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442138820] wproc: Core Worker 2944: job 16975 (pid=9414) timed out. Killing it
[1442138820] wproc: CHECK job 16975 from worker Core Worker 2944 timed out after 60.01s
[1442138820] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442138820] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442138820] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442138820] wproc: Core Worker 2944: job 16975 (pid=9414): Dormant child reaped
[1442138871] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
