[1441823400] LOG ROTATION: DAILY
[1441823400] LOG VERSION: 2.0
[1441823400] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1441823400] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.90 ms
[1441823400] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.64 ms
[1441823400] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.98 ms
[1441823400] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.54 ms
[1441823400] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.51 ms
[1441823400] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.56 ms
[1441823400] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.69 ms
[1441823400] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1441823400] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.30 ms
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK HTTPS AUTH HOSTNAME IPv4;CRITICAL;HARD;3;Temporary failure in name resolution
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK HTTPS AUTH IPv4;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 1665 bytes in 0.018 second response time
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK HTTPS HOSTNAME IPv4;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 1665 bytes in 0.019 second response time
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK HTTPS IPv4;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 1665 bytes in 0.019 second response time
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK IF OPERSTATUS IF DESCR;CRITICAL;HARD;3;CRITICAL: SNMP error with snmp version 1 (No response from remote host "10.0.0.2")
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK IF OPERSTATUS IF INDEX;OK;HARD;1;check_ifoperstatus v1.5 (nagios-plugins 1.5)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK IF STATUS;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.2" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK IF STATUS EXCLUDE;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.2" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK IMAP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK LDAP IPv4;OK;HARD;1;LDAP OK - 0.004 seconds response time
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK LDAPS IPv4;CRITICAL;HARD;3;Could not init startTLS at port 389!
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK LOAD;UNKNOWN;HARD;3;Warning threshold must be float or float triplet!
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MAILQ EXIM;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MAILQ POSTFIX;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MAILQ QMAIL;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MAILQ SENDMAIL;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MRTG;UNKNOWN;HARD;3;:Invalid variable number
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MYSQL_DATABASE;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.2' (111)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK MYSQL_SLAVE;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.2' (111)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK NRPE;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK NRPE 1ARG;UNKNOWN;HARD;3;(No output returned from plugin)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK NSCP;UNKNOWN;HARD;3;check_nt: Could not parse arguments
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK PING IPv4;UNKNOWN;HARD;3;check_ping: %s: Warning threshold must be integer or percentage!
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK POP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK PRINTER ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.83 ms
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK PROCS;OK;HARD;1;PROCS OK: 105 processes
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK PROCS HTTPD;CRITICAL;HARD;3;PROCS CRITICAL: 0 processes with command name 'httpd'
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK PROCS ZOMBIE;OK;HARD;1;PROCS OK: 0 processes with STATE = Z
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK ROUTER ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.93 ms
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SMTP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SPOP;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SPOP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SQUID IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SSH IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SSH PORT IPv4;UNKNOWN;HARD;3;check_ssh: Port number must be a positive integer -
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK SWITCH ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.93 ms
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK TCP IPv4;UNKNOWN;HARD;3;check_tcp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK TELNET IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK TIME;UNKNOWN;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK UDP IPv4;UNKNOWN;HARD;3;check_udp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: ad.plank.life;CHECK USERS;CRITICAL;HARD;3;USERS CRITICAL - 1 users currently logged in
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Check MYSQL_CMDLINECRED;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.2' (111)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Check SSH_IPv4;UNKNOWN;HARD;3;Remote command execution failed: ssh: connect to host 10.0.0.2 port 22: Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Checking APT;WARNING;HARD;3;APT WARNING: 5 packages available for upgrade (0 critical updates).
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Checking APT Distupgrade;WARNING;HARD;3;APT WARNING: 5 packages available for dist-upgrade (0 critical updates).
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Current Load;OK;HARD;1;OK - load average: 0.06, 0.04, 0.05
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Current Users;OK;HARD;1;USERS OK - 1 users currently logged in
[1441823400] CURRENT SERVICE STATE: ad.plank.life;DHCP;UNKNOWN;HARD;3;Warning: This plugin must be either run as root or setuid root.
[1441823400] CURRENT SERVICE STATE: ad.plank.life;HTTP;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 1665 bytes in 0.004 second response time
[1441823400] CURRENT SERVICE STATE: ad.plank.life;IMAP;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Local Disk;UNKNOWN;HARD;3;Unknown argument
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Local Proceses;UNKNOWN;HARD;3;Usage:
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Local Swap;UNKNOWN;HARD;3;check_swap: Warning threshold must be integer or percentage!
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Local Users;UNKNOWN;HARD;3;check_users: Warning threshold must be a positive integer
[1441823400] CURRENT SERVICE STATE: ad.plank.life;MYSQL;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.2' (111)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.89 ms
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Root Partition;OK;HARD;1;DISK OK - free space: / 10367 MB (60% inode=88%):
[1441823400] CURRENT SERVICE STATE: ad.plank.life;SSH;CRITICAL;HARD;4;Connection refused
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2007 MB out of 2007 MB)
[1441823400] CURRENT SERVICE STATE: ad.plank.life;Total Processes;OK;HARD;1;PROCS OK: 55 processes with STATE = RSZDT
[1441823400] CURRENT SERVICE STATE: ad.plank.life;UDP;UNKNOWN;HARD;3;check_udp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: ad.plank.life;check_nt;UNKNOWN;HARD;3;check_nt: Could not parse arguments
[1441823400] CURRENT SERVICE STATE: ad.plank.life;check_smtp;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK ALL DISKS;CRITICAL;HARD;3;DISK CRITICAL - free space: / 10367 MB (60% inode=88%): /sys/fs/cgroup 0 MB (100% inode=99%): /dev 1963 MB (99% inode=99%): /run 394 MB (99% inode=99%): /run/lock 5 MB (100% inode=99%): /run/shm 1976 MB (99% inode=99%): /run/user 100 MB (100% inode=99%): /home/plank-nagios 10367 MB (60% inode=88%):
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK BREEZE;UNKNOWN;HARD;3;Warning threshold not specified
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK DHCP INTERFACE;UNKNOWN;HARD;3;Warning: This plugin must be either run as root or setuid root.
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK DIG;CRITICAL;HARD;3;CRITICAL - Plugin timed out while executing system call
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK DISK;CRITICAL;HARD;3;DISK CRITICAL -  is not accessible: No such file or directory
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK DNS;CRITICAL;HARD;3;CRITICAL - Plugin timed out while executing system call
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HOST ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.23 ms
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTP IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTP NAME IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTP2 IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTPS AUTH HOSTNAME IPv4;CRITICAL;HARD;3;Temporary failure in name resolution
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTPS AUTH IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTPS HOSTNAME IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK HTTPS IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK IF OPERSTATUS IF DESCR;CRITICAL;HARD;3;CRITICAL: SNMP error with snmp version 1 (No response from remote host "10.0.0.3")
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK IF OPERSTATUS IF INDEX;OK;HARD;1;check_ifoperstatus v1.5 (nagios-plugins 1.5)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK IF STATUS;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.3" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK IF STATUS EXCLUDE;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.3" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK IMAP IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK LDAP IPv4;CRITICAL;HARD;3;Could not bind to the LDAP server
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK LDAPS IPv4;CRITICAL;HARD;3;Could not init startTLS at port 389!
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK LOAD;UNKNOWN;HARD;3;Warning threshold must be float or float triplet!
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MAILQ EXIM;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MAILQ POSTFIX;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MAILQ QMAIL;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MAILQ SENDMAIL;UNKNOWN;HARD;3;Usage: check_mailq -w <warn> -c <crit> [-W <warn>] [-C <crit>] [-M <MTA>] [-t <timeout>] [-v verbose]
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MRTG;UNKNOWN;HARD;3;:Invalid variable number
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MYSQL_DATABASE;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.3' (113)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK MYSQL_SLAVE;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.3' (113)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK NRPE;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK NRPE 1ARG;UNKNOWN;HARD;3;(No output returned from plugin)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK NSCP;UNKNOWN;HARD;3;check_nt: Could not parse arguments
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK PING IPv4;UNKNOWN;HARD;3;check_ping: %s: Warning threshold must be integer or percentage!
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK POP IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK PRINTER ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK PROCS;OK;HARD;1;PROCS OK: 107 processes
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK PROCS HTTPD;CRITICAL;HARD;3;PROCS CRITICAL: 0 processes with command name 'httpd'
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK PROCS ZOMBIE;OK;HARD;1;PROCS OK: 0 processes with STATE = Z
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK ROUTER ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.25 ms
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SMTP IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SPOP;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SPOP IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SQUID IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SSH IPv4;OK;HARD;1;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.3 (protocol 2.0)
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SSH PORT IPv4;UNKNOWN;HARD;3;check_ssh: Port number must be a positive integer -
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK SWITCH ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK TCP IPv4;UNKNOWN;HARD;3;check_tcp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK TELNET IPv4;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK TIME;UNKNOWN;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK UDP IPv4;UNKNOWN;HARD;3;check_udp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: application.plank.life;CHECK USERS;CRITICAL;HARD;3;USERS CRITICAL - 1 users currently logged in
[1441823400] CURRENT SERVICE STATE: application.plank.life;Check MYSQL_CMDLINECRED;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.3' (113)
[1441823400] CURRENT SERVICE STATE: application.plank.life;Check SSH_IPv4;UNKNOWN;HARD;3;Remote command execution failed: Host key verification failed.
[1441823400] CURRENT SERVICE STATE: application.plank.life;Checking APT;WARNING;HARD;3;APT WARNING: 5 packages available for upgrade (0 critical updates).
[1441823400] CURRENT SERVICE STATE: application.plank.life;Checking APT Distupgrade;WARNING;HARD;3;APT WARNING: 5 packages available for dist-upgrade (0 critical updates).
[1441823400] CURRENT SERVICE STATE: application.plank.life;Current Load;OK;HARD;1;OK - load average: 0.00, 0.03, 0.05
[1441823400] CURRENT SERVICE STATE: application.plank.life;Current Users;OK;HARD;1;USERS OK - 1 users currently logged in
[1441823400] CURRENT SERVICE STATE: application.plank.life;DHCP;UNKNOWN;HARD;3;Warning: This plugin must be either run as root or setuid root.
[1441823400] CURRENT SERVICE STATE: application.plank.life;HTTP;CRITICAL;HARD;4;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;IMAP;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: application.plank.life;Local Disk;UNKNOWN;HARD;3;Unknown argument
[1441823400] CURRENT SERVICE STATE: application.plank.life;Local Proceses;UNKNOWN;HARD;3;Usage:
[1441823400] CURRENT SERVICE STATE: application.plank.life;Local Swap;UNKNOWN;HARD;3;check_swap: Warning threshold must be integer or percentage!
[1441823400] CURRENT SERVICE STATE: application.plank.life;Local Users;UNKNOWN;HARD;3;check_users: Warning threshold must be a positive integer
[1441823400] CURRENT SERVICE STATE: application.plank.life;MYSQL;CRITICAL;HARD;3;Can't connect to MySQL server on '10.0.0.3' (113)
[1441823400] CURRENT SERVICE STATE: application.plank.life;PING;UNKNOWN;HARD;3;check_ping: %s: Warning threshold must be integer or percentage!
[1441823400] CURRENT SERVICE STATE: application.plank.life;Root Partition;OK;HARD;1;DISK OK - free space: / 10367 MB (60% inode=88%):
[1441823400] CURRENT SERVICE STATE: application.plank.life;SSH;OK;HARD;1;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.3 (protocol 2.0)
[1441823400] CURRENT SERVICE STATE: application.plank.life;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2007 MB out of 2007 MB)
[1441823400] CURRENT SERVICE STATE: application.plank.life;Total Processes;OK;HARD;1;PROCS OK: 55 processes with STATE = RSZDT
[1441823400] CURRENT SERVICE STATE: application.plank.life;UDP;UNKNOWN;HARD;3;check_udp: Port must be a positive integer
[1441823400] CURRENT SERVICE STATE: application.plank.life;check_nt;UNKNOWN;HARD;3;check_nt: Could not parse arguments
[1441823400] CURRENT SERVICE STATE: application.plank.life;check_smtp;CRITICAL;HARD;3;No route to host
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK ALL DISKS;CRITICAL;HARD;3;DISK CRITICAL - free space: / 10367 MB (60% inode=88%): /sys/fs/cgroup 0 MB (100% inode=99%): /dev 1963 MB (99% inode=99%): /run 394 MB (99% inode=99%): /run/lock 5 MB (100% inode=99%): /run/shm 1976 MB (99% inode=99%): /run/user 100 MB (100% inode=99%): /home/plank-nagios 10367 MB (60% inode=88%):
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK BREEZE;UNKNOWN;HARD;3;Warning threshold not specified
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK DHCP INTERFACE;UNKNOWN;HARD;3;Warning: This plugin must be either run as root or setuid root.
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK DIG;CRITICAL;HARD;3;CRITICAL - Plugin timed out while executing system call
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK DISK;CRITICAL;HARD;3;DISK CRITICAL -  is not accessible: No such file or directory
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK DNS;CRITICAL;HARD;3;CRITICAL - Plugin timed out while executing system call
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HOST ALIVE;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTP NAME IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTP2 IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTPS AUTH HOSTNAME IPv4;CRITICAL;HARD;3;Temporary failure in name resolution
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTPS AUTH IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTPS HOSTNAME IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK HTTPS IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK IF OPERSTATUS IF DESCR;CRITICAL;HARD;3;CRITICAL: SNMP error with snmp version 1 (No response from remote host "10.0.0.23")
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK IF OPERSTATUS IF INDEX;OK;HARD;1;check_ifoperstatus v1.5 (nagios-plugins 1.5)
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK IF STATUS;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.23" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK IF STATUS EXCLUDE;CRITICAL;HARD;3;CRITICAL: No response from remote host "10.0.0.23" for 1.3.6.1.2.1.2.2.1.8  with snmp version 1
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK IMAP IPv4;CRITICAL;HARD;3;Connection refused
[1441823400] CURRENT SERVICE STATE: artifactory.plank.life;CHECK LDAP IPv4;CRITICAL;HARD;3;Could not bind to the LDAP server
